id_poliza,fecha_emision,id_cliente,id_corredor,id_aseguradora,id_tipo_seguro,prima,comision,monto_asegurado
7864,,2034,70,7,3,,,118992.34
7865,,2435,55,9,6,1882.53,217.05,237560.15
7866,,2863,58,4,2,,112.11,46529.25
7867,,556,30,15,6,543.0,40.52,41246.42
7868,,703,52,13,9,,,
7869,,2645,45,11,2,1355.4,,39803.2
7870,,1258,73,6,12,1809.14,445.34,48550.66
7871,,1206,76,10,4,367.78,63.84,19003.79
7872,2025-01-13,2461,78,2,6,1913.99,445.76,101843.11
7873,,944,39,11,9,352.62,44.46,67142.37
7874,,2799,70,6,3,1471.46,277.02,84173.01
7875,,563,60,2,10,734.1,122.78,51872.61
7876,,1262,10,1,2,1270.18,261.99,83264.87
7877,,163,61,13,2,,,10735.62
7878,,267,25,8,1,876.69,85.25,
7879,,2539,45,5,10,764.48,185.53,103003.12
7880,,1541,49,14,4,1090.46,,57423.04
7881,,468,65,5,5,1669.85,204.82,331392.59
7882,2025-09-15,2658,63,11,1,819.67,173.61,51658.98
7883,,1595,62,1,3,413.68,76.12,12251.58
7884,2025-12-01,1098,50,15,1,953.53,192.45,120652.16
7886,2026-02-15,2150,53,5,4,1693.35,323.51,49058.45
7887,2025-07-06,472,6,2,6,221.37,,6432.36
7888,,206,37,10,2,1980.91,403.85,246153.86
7889,,994,42,6,8,425.05,34.69,62751.33
7890,,1279,4,9,9,1721.22,127.06,239422.26
7891,,2483,18,13,1,1876.99,266.99,182539.75
7892,2025-01-22,510,2,6,9,1812.36,235.24,52654.04
7893,,139,11,9,7,787.49,40.47,72540.95
7894,,2432,16,7,5,508.75,,77235.13
7895,,1001,55,9,9,331.51,72.07,13304.71
7896,2025-02-03,580,71,14,11,546.86,63.89,60248.05
7897,,1954,33,3,5,685.16,1126.3,66528.95
7898,2026-01-26,877,29,14,8,922.23,,151157.74
7899,2025-05-28,1770,70,11,3,1258.31,206.07,
7900,,1557,19,1,10,342.11,,38180.1
7901,,284,53,8,8,1628.92,133.85,317910.59
7902,,3704,16,14,12,1531.92,,279612.42
7903,,3,11,9,12,1124.32,,73979.45
7904,,2855,26,8,7,1437.16,78.62,266660.54
7905,2025-09-18,2853,25,14,1,1887.5,,164484.96
7906,,3721,6,10,5,1742.45,339.07,211975.81
7907,,1256,40,4,5,512.95,25.7,75229.11
7908,,2306,12,5,8,,103.36,67509.48
7909,,574,78,5,7,329.72,,12723.55
7910,,1139,44,1,5,522.81,28.86,16236.64
7911,,960,12,8,2,1577.34,365.64,48425.94
7912,,1543,6,10,12,918.93,161.39,106891.26
7913,2025-09-22,511,15,3,4,386.16,37.04,26392.37
7914,,622,31,14,6,474.05,,23678.79
7915,,1973,45,13,11,104.76,,7327.53
7916,2025-03-15,2729,76,9,10,594.41,49.87,12018.01
7917,,2588,74,5,5,,,94570.75
7918,,1932,40,13,4,496.36,47.69,56873.11
7919,,345,59,6,3,,121.33,122640.31
7920,,383,59,15,3,,12.65,37082.09
7921,,3807,25,9,10,1879.72,108.82,306166.56
7922,,2044,44,13,7,1487.05,162.84,186847.74
7923,,1061,15,10,11,,,
7924,2025-01-02,33,59,8,9,726.7,81.96,21455.47
7925,,2917,50,1,10,325.29,,6554.36
7926,,652,42,4,11,1830.77,382.91,328215.18
7927,,2886,65,1,6,1331.94,138.69,209849.11
7928,,1577,5,1,5,1358.97,226.83,222055.49
7929,,1089,75,15,3,,119.76,128585.22
7930,,2142,32,13,5,1569.14,188.65,125553.37
7931,,1431,75,3,5,1688.31,326.14,298169.47
7932,,167,54,8,3,,239.65,79869.58
7933,,1225,5,6,6,138.15,8.64,
7934,,2099,14,1,12,1360.11,297.94,
7935,,1804,63,7,6,572.46,84.73,66840.55
7936,,784,69,11,6,,116.46,
7937,,2905,31,7,4,1371.46,,123154.73
7938,,1708,28,14,5,,17.94,8907.76
7939,2025-11-12,2918,59,7,1,1357.27,164.23,189064.45
7940,,2314,28,15,4,613.82,102.97,
7941,,1700,35,10,4,1773.84,,322692.59
7942,2025-04-16,2091,79,1,1,1757.41,217.43,133262.19
7943,,2573,21,3,9,,202.99,144559.42
7944,,1714,55,3,4,1085.14,81.83,137838.79
7945,,492,25,4,8,625.8,109.07,55318.67
7946,,2208,2,12,5,359.58,30.85,31110.13
7947,,240,35,15,9,460.66,39.79,
7949,2025-12-02,1406,55,3,6,607.07,49.3,102093.85
7950,,68,60,6,6,1251.57,,42272.22
7951,2025-03-19,2738,38,11,9,1224.53,,
7952,2025-06-27,99,20,11,7,1470.53,,151297.48
7953,,494,17,9,3,825.56,170.74,
7954,,2430,47,4,2,357.42,51.85,38407.47
7955,,2343,23,11,2,,19.78,17014.38
7956,,2895,68,9,6,810.51,168.65,140749.35
7957,2025-02-19,385,60,12,9,,179.92,67256.19
7958,2025-08-09,4,24,14,11,,317.65,227205.12
7959,,1828,33,14,8,558.98,126.53,75738.56
7960,,2710,60,11,5,1829.26,,199109.66
7961,,2431,25,13,2,506.31,30.22,46969.55
7962,,2419,64,3,10,,81.75,218568.32
7963,,419,58,8,6,,23.39,8149.57
7964,,177,1,7,7,1785.44,229.55,229927.33
7965,2025-05-10,524,54,1,3,1464.31,132.35,100867.29
7966,,1658,62,15,4,,35.87,20063.8
7967,,61,15,7,1,240.91,55.87,44201.17
7968,,2579,14,4,1,580.5,46.86,18312.22
7969,,2497,73,10,7,1804.82,,
7970,,720,80,8,2,1575.28,211.1,198853.24
7971,,2674,70,15,1,198.59,12.25,6386.7
7972,,169,51,15,8,1515.38,138.85,
7973,,1411,72,4,8,258.26,52.24,12647.56
7974,,3891,49,11,6,1851.0,150.69,139498.66
7975,,429,13,3,7,,103.68,17591.61
7976,,1463,60,9,3,,,
7977,,1036,7,2,8,1059.06,,118292.86
7978,2025-06-11,1571,56,5,12,,112.88,
7979,,431,34,5,10,,75.48,
7980,2025-03-03,437,2,7,1,111.0,,16755.58
7981,,513,37,4,6,,,86794.3
7982,,1040,73,12,6,77.98,,
7983,,216,8,12,3,1776.58,396.12,168030.24
7984,2025-10-25,2000,10,2,9,872.9,61.75,139250.8
7985,,411,6,2,9,451.98,,82584.74
7986,,1655,20,14,3,1804.57,135.89,349920.01
7987,,1811,32,8,5,1753.9,297.82,266634.76
7988,,1279,43,10,11,1043.14,1254.39,181992.6
7989,,2524,68,9,1,1265.14,121.21,133872.7
7990,,735,22,3,9,1635.36,,
7991,,2172,62,13,8,736.07,171.63,89432.15
7992,,1838,4,15,3,1104.1,87.33,
7993,,921,53,15,8,1620.51,,77830.27
7994,,1109,23,11,6,588.14,120.96,
7995,,216,5,15,2,297.25,53.86,17080.09
7996,2026-01-30,2952,70,8,11,1193.08,177.76,78114.44
7997,,2338,14,1,1,1181.56,86.53,
7998,,582,1,3,2,332.76,57.85,36336.79
7999,,1319,63,1,2,,201.4,176139.95
8000,2025-03-12,1328,25,15,6,986.0,153.63,
8001,,1912,28,8,8,1520.73,104.11,159264.71
8002,,2179,53,15,12,,198.26,138514.64
8003,,2025,61,2,6,,399.63,
8004,,493,37,10,4,1172.83,202.02,196899.77
8005,,1267,49,1,12,,21.26,21781.03
8006,2025-03-19,612,76,15,5,644.82,66.99,39111.94
8007,,1622,73,5,6,1431.05,277.14,260568.76
8008,,1159,70,8,7,1307.34,307.47,
8009,,1602,28,15,5,381.82,60.26,31012.99
8010,,2898,22,3,1,187.96,39.71,26499.99
8011,,369,48,8,11,,15.47,29246.4
8012,,2884,43,6,6,,19.33,26938.8
8013,,1153,16,15,11,187.48,325.88,36316.48
8014,,1128,25,2,4,1273.86,302.85,136565.47
8015,,762,1,10,5,1771.69,245.41,110953.1
8016,,984,58,1,7,1089.85,,
8017,,541,69,15,7,,117.83,
8018,,969,23,5,2,838.27,162.28,32701.52
8019,2025-05-07,1453,65,3,8,208.75,19.08,18345.43
8020,,2689,27,8,8,164.14,19.32,16134.26
8021,,140,40,1,6,289.74,29.1,18600.59
8022,,2450,10,4,12,,25.17,33829.38
8024,,2317,26,12,12,1782.52,,77470.38
8025,2025-12-26,1262,49,14,8,968.44,,179686.77
8026,2025-06-18,380,22,15,4,885.42,99.56,119240.28
8027,,1586,24,1,9,1939.88,480.73,54660.45
8028,,1651,68,10,12,189.72,30.59,
8029,,921,32,12,1,,82.64,39858.36
8030,2025-08-15,464,42,3,12,705.04,106.31,
8031,,1014,30,7,12,681.95,48.34,87602.98
8032,,1446,26,15,2,997.84,99.85,
8033,,1520,74,4,1,132.69,,20435.18
8034,,2099,59,5,7,878.65,194.0,
8035,,2804,13,8,9,1278.27,192.36,30546.62
8036,,1884,40,13,12,153.21,,
8037,,2059,46,4,5,266.92,21.14,
8038,2025-09-28,600,74,6,4,86.8,149.45,
8039,,98,18,7,9,,309.12,
8040,2025-03-12,2044,73,11,4,275.48,18.3,42683.9
8041,,2617,65,12,5,806.22,,
8042,,870,24,14,5,1196.31,,149967.21
8043,,2823,68,6,8,1743.04,410.33,123542.41
8044,,578,67,13,9,1954.67,326.51,46920.38
8045,,1822,79,5,2,1694.4,157.2,322603.79
8046,2025-02-07,677,49,14,12,135.41,8.81,
8047,2025-07-06,2624,73,5,1,1235.58,265.99,102239.47
8048,,1042,1,2,7,1835.53,284.89,169810.0
8049,2025-01-23,2718,74,10,3,,39.99,103195.46
8050,,2773,21,12,8,1804.48,200.33,
8051,,697,76,2,4,262.25,57.07,
8052,,2688,29,6,2,,250.51,96848.22
8053,2025-12-18,2724,13,3,4,,,68101.51
8054,2025-09-28,2979,39,6,6,787.17,61.79,114756.16
8055,,2819,66,11,1,786.79,,150455.98
8056,,2319,23,7,10,1843.04,194.61,309474.82
8057,2025-06-24,1794,56,9,1,1224.1,227.61,242036.61
8058,2025-12-11,2435,15,15,11,1169.02,198.04,173348.54
8059,,1298,70,7,10,934.84,100.78,119655.01
8060,,1355,64,11,6,,52.48,
8061,2026-02-08,587,39,10,11,1927.09,,132886.74
8062,,1885,76,6,9,,,128882.22
8063,,209,33,13,4,1176.67,,146325.11
8064,,2796,70,12,1,441.14,22.07,36361.76
8065,,300,51,6,5,1011.37,75.03,75009.2
8066,,2030,14,9,1,,,
8067,,829,1,13,4,945.62,120.5,85094.65
8068,2025-01-26,2884,25,7,5,1471.74,258.35,60940.63
8069,,452,16,13,5,202.81,28.07,15034.79
8070,2025-08-11,520,60,7,8,1337.68,117.17,99003.25
8071,2025-02-23,1364,32,8,2,1934.02,420.11,52353.72
8072,,367,57,11,6,,123.76,120960.83
8073,,49,10,3,3,553.18,,85345.42
8074,,2014,48,6,8,456.83,104.45,27818.57
8075,,2209,11,5,3,1611.44,176.63,232944.03
8076,,142,74,4,7,,244.25,
8077,,1598,37,6,11,481.34,104.78,49139.05
8078,,755,48,12,1,,,225692.41
8079,,973,27,2,10,,87.71,
8080,,1680,12,12,7,1468.56,302.75,
8081,,2854,42,9,8,1528.22,303.81,
8082,,725,44,7,2,194.8,,27090.11
8083,,2338,18,14,9,564.96,96.32,39036.31
8084,,1115,72,14,11,1469.48,170.74,
8085,,1232,68,13,5,865.87,168.07,64774.99
8086,2025-09-22,1760,45,3,5,974.72,,153692.18
8087,2025-12-02,1045,1,2,3,778.92,,32436.01
8088,,21,78,10,1,253.0,44.9,32788.74
8089,,2318,65,14,11,661.25,118.84,21109.7
8090,,321,7,10,1,1826.73,437.43,197763.24
8091,2025-04-22,1703,71,1,3,761.47,163.82,105013.88
8092,,2593,73,15,4,,65.71,22693.86
8093,,261,38,7,12,,,79930.44
8094,,35,79,4,12,918.48,130.61,41776.12
8095,2025-08-28,2482,75,10,5,604.05,134.22,
8096,2025-02-10,681,9,12,2,432.85,34.56,77556.24
8097,,2416,28,15,6,,43.41,34316.13
8098,2025-02-03,615,4,5,11,1145.38,64.35,139609.95
8099,,547,25,3,7,846.13,92.55,146268.84
8100,,2521,12,8,10,1926.25,465.28,225349.96
8101,,2449,47,15,2,1084.96,160.21,
8102,,1778,45,14,3,1442.73,150.45,51570.32
8103,,2492,28,1,12,1915.02,250.93,315378.67
8104,,1269,45,7,11,1852.7,306.88,328365.26
8105,,2422,31,8,12,,321.15,74942.07
8106,,3708,48,4,3,,16.9,9871.47
8107,,352,17,5,8,100.24,20.76,10313.71
8108,,1436,76,11,8,,,
8109,,1574,4,15,6,840.88,1051.93,
8110,,1742,38,5,7,1659.82,261.33,
8111,2025-09-04,1799,95,3,3,1029.76,100.3,67201.04
8112,,2954,48,5,2,1364.97,266.89,264243.73
8113,,294,10,4,8,1285.2,230.14,238746.17
8114,,630,18,12,10,1956.2,367.99,212420.48
8115,2025-05-02,2045,26,5,8,1534.57,370.71,120252.45
8116,2025-06-27,806,30,12,11,1386.78,101.8,119981.42
8117,,653,36,8,5,1449.85,96.55,122032.37
8118,,1255,13,4,10,,122.08,72732.93
8119,2025-05-17,2756,73,6,5,1379.25,289.41,75959.36
8120,,2200,70,5,3,247.04,33.12,34935.53
8121,2025-10-29,2546,56,15,10,1946.81,,211504.81
8122,,734,57,14,7,1715.56,114.53,251500.64
8123,,1625,11,2,9,695.74,115.65,58809.71
8124,,1870,55,3,4,970.82,65.55,188381.95
8125,,2407,79,2,11,1576.64,,
8126,2025-05-13,1803,70,3,3,1571.96,375.81,221121.8
8127,,1197,70,3,6,1755.3,114.54,177918.81
8128,,1313,61,5,9,1038.51,250.16,
8129,2025-08-11,280,4,14,9,186.38,20.11,26393.39
8130,,2191,27,9,4,1485.3,254.53,114500.8
8131,,360,73,8,7,1878.16,442.32,372657.63
8132,,1746,22,8,1,289.32,,46144.03
8133,,2701,19,1,4,1524.3,357.91,
8134,,2268,63,15,3,,,
8135,,952,59,12,7,1961.42,136.57,297474.35
8136,2025-04-19,2416,34,1,4,868.71,,50831.75
8137,,434,60,6,9,688.67,41.37,111049.44
8138,2025-08-25,1346,43,12,9,,,230123.63
8139,,1914,70,1,11,77.1,15.78,5136.56
8140,,356,57,4,12,390.87,30.65,9549.38
8141,,1833,11,4,12,713.16,96.34,
8142,,2240,26,7,3,976.03,105.87,34940.33
8143,,1137,72,15,5,581.1,136.98,
8144,,1004,34,8,5,792.85,,
8145,,1489,35,13,2,374.76,84.55,66585.82
8146,,985,51,3,5,1017.18,58.7,101912.93
8147,2026-02-17,724,24,8,8,289.95,,
8148,,1178,53,12,2,1592.23,204.37,207026.78
8149,,130,32,7,10,1296.49,,214513.87
8150,,1549,16,8,7,1904.27,313.63,82677.73
8151,,1273,22,1,3,616.43,30.94,66750.35
8152,2025-11-07,440,34,13,1,1563.13,172.64,111607.12
8153,,2270,75,4,1,1521.03,287.96,
8154,2026-01-14,2466,55,3,11,1847.74,251.87,312896.4
8155,2025-08-27,1326,11,14,12,644.43,36.01,
8156,,352,80,6,3,737.86,112.5,24251.02
8157,,2255,41,15,10,1206.18,,63530.91
8158,,2757,69,15,11,982.2,132.69,
8159,,2764,22,14,10,,126.51,164964.73
8160,,2388,29,1,1,1192.01,113.42,
8161,,1898,23,13,4,240.43,38.81,14884.4
8162,,2366,79,9,10,371.96,81.77,15912.94
8163,,2036,67,7,10,996.4,124.84,184458.99
8164,,306,78,14,2,749.47,136.92,109868.68
8165,,1166,28,2,6,1806.53,168.33,
8166,2025-06-05,2975,1,10,6,,,216246.55
8167,,2081,10,7,4,1206.05,,
8168,2025-02-10,669,41,7,11,557.91,84.5,70972.59
8169,2025-10-31,1947,47,8,4,1150.26,144.31,62764.15
8171,,419,51,8,6,926.54,95.37,22785.44
8172,,1997,25,11,9,,,138204.79
8173,,694,29,15,4,,305.34,
8174,,1026,38,9,8,,63.83,60674.47
8175,,1239,11,2,4,227.72,,8573.43
8176,2025-07-07,1930,8,5,10,276.89,32.15,43940.52
8177,,2679,63,5,1,867.69,125.34,
8178,,315,11,10,6,1700.6,309.89,123663.96
8179,,776,51,13,4,484.59,66.82,32215.47
8180,,2455,65,7,1,1804.6,339.0,
8181,,2286,44,11,11,,32.23,84392.09
8182,2025-07-30,268,12,7,1,833.27,,
8183,,2064,67,10,4,1711.59,194.71,247519.74
8184,2025-07-18,1748,46,9,12,264.88,19.85,12522.84
8185,,2580,6,14,6,688.09,89.33,106810.7
8186,,338,59,9,12,,390.27,
8187,,2299,20,12,4,536.86,53.25,86527.32
8188,,2283,44,9,3,1213.39,233.4,197468.14
8189,,850,35,13,3,75.35,14.54,8104.59
8190,,1121,33,4,3,370.16,,19565.79
8191,2025-06-02,1866,22,2,4,995.44,76.89,104455.73
8193,,282,65,1,8,600.12,55.85,
8194,2025-03-17,414,11,10,11,1687.99,85.28,
8195,,554,67,13,9,1490.37,,85724.6
8196,,303,54,2,11,1046.57,132.02,139307.94
8197,,739,21,2,6,1168.29,,158913.48
8198,,1940,7,6,9,,105.56,
8199,,1885,8,12,10,1051.42,169.04,75062.37
8200,,1576,50,15,12,589.5,36.54,109783.43
8201,,2698,62,1,11,1169.73,213.6,137308.77
8202,2026-02-13,1148,11,9,11,,63.62,28187.33
8203,,2007,63,5,5,1365.17,221.36,153413.61
8204,,1973,32,14,5,1888.78,,
8205,,3672,2,4,1,,41.77,90193.5
8206,,716,32,13,11,728.71,,53847.97
8207,,1430,39,4,4,1328.67,313.54,186625.54
8208,,1291,22,8,5,892.44,,151181.42
8209,,1233,8,9,3,812.92,115.03,
8210,,609,50,2,9,1933.91,147.34,383322.49
8211,,1471,18,10,1,,81.55,125931.42
8212,,1692,12,12,2,176.86,39.36,13906.92
8213,,1812,21,13,5,713.97,,33434.07
8214,2025-12-02,1932,66,10,1,,45.6,
8215,,2306,58,3,4,617.78,74.81,97778.09
8216,,14,39,5,10,477.21,807.84,77295.05
8217,,296,51,12,7,743.96,,111346.55
8218,2025-10-17,1038,43,10,9,159.85,11.14,14346.76
8219,,2789,22,6,2,699.03,,74890.43
8220,,2717,58,4,5,254.38,61.51,21304.97
8222,,2910,47,7,12,1635.8,132.89,285615.67
8223,,1444,40,13,5,1365.54,298.5,
8224,,325,18,8,7,,,70533.55
8225,,3625,3,15,8,1073.54,167.57,23953.4
8226,,2576,48,13,3,1655.56,329.48,127338.53
8227,,2082,73,1,9,1696.6,153.9,141874.98
8228,,2116,106,14,12,,61.64,59370.56
8229,2025-06-06,2772,42,8,8,,,143940.86
8230,,2670,16,9,7,,,194810.95
8231,,2879,36,1,9,1590.25,266.74,290906.13
8233,2025-04-02,1285,28,13,10,505.34,31.31,27258.18
8234,,1438,75,14,6,798.67,95.54,71269.37
8235,,1160,79,13,6,,9.75,10928.1
8236,,1055,78,6,5,64.08,11.31,2615.35
8237,2025-05-19,2387,59,12,5,,,217405.14
8238,,1190,27,9,9,,61.48,34864.04
8239,,2280,66,7,10,1509.31,242.31,161044.56
8240,,1938,46,10,7,,120.43,73910.33
8241,,1725,62,12,11,1645.19,,255434.39
8242,,2316,6,1,8,,,167319.34
8243,2026-01-02,1223,46,9,1,979.41,155.44,160364.04
8244,,978,61,5,6,,161.76,123073.45
8245,,1489,72,6,9,,31.7,76163.96
8246,,2776,42,1,2,1654.85,302.08,210130.57
8247,,1096,48,13,1,,181.74,93775.52
8248,,2094,39,5,7,1215.31,238.18,
8249,,1824,51,3,7,82.92,17.37,13414.35
8250,,417,76,12,11,711.6,134.36,67455.95
8251,,1378,8,8,9,1351.99,176.41,127041.74
8252,,200,78,15,8,1882.28,211.42,312666.12
8253,,3617,13,9,8,1678.64,203.42,88218.07
8254,2026-02-14,1888,68,5,6,498.76,59.81,39767.88
8255,,1659,47,13,11,246.73,15.6,17272.02
8256,,2685,10,1,3,502.69,,
8257,,2388,26,3,4,1378.36,,
8258,,1694,33,3,2,1429.34,,127406.94
8259,,974,37,5,11,219.64,14.34,32784.06
8260,2025-04-05,2636,56,2,3,1389.28,244.94,194511.37
8261,2025-09-27,320,32,12,6,55.08,7.74,
8262,,746,13,8,3,,149.64,177430.51
8263,,934,80,6,9,324.64,40.46,25078.07
8264,,2468,58,4,1,679.1,106.24,66277.58
8265,2025-03-27,761,68,4,5,,55.66,68051.39
8266,,2529,33,4,8,101.74,,3818.66
8267,,224,80,9,9,,8.01,9062.39
8268,2026-01-18,2766,2,15,1,450.44,767.36,
8269,,825,40,9,1,964.23,154.09,
8270,,519,58,14,10,,,108974.17
8271,,1971,62,3,5,769.67,154.93,99780.93
8272,,2536,18,6,4,,,33261.36
8273,,346,24,3,5,1746.6,,207209.98
8274,,997,45,13,11,1405.27,301.24,161886.22
8275,,1450,32,5,10,,30.96,9452.1
8277,,2997,79,1,7,705.69,114.61,
8278,,2686,16,3,9,1883.64,451.71,201739.39
8279,,366,56,13,9,271.07,,40505.51
8280,2026-01-23,899,12,14,11,1806.88,,77983.93
8281,,391,21,2,7,1064.22,,67800.32
8282,,1824,72,12,1,120.59,15.0,11984.02
8283,,958,36,3,11,300.93,71.43,18797.72
8284,,405,27,10,4,327.58,19.94,
8285,,2064,22,1,1,833.03,,89784.34
8286,,1800,69,11,2,1135.77,108.77,220084.49
8287,,2741,46,5,3,1155.05,130.14,100195.68
8288,,224,2,8,10,673.85,150.12,79717.78
8289,2025-01-22,1298,9,2,12,1882.28,208.31,364796.57
8290,,2247,8,10,5,1389.32,80.95,73451.44
8291,,190,22,2,8,1924.0,459.25,153983.82
8292,,878,1,6,1,1428.81,192.21,237929.7
8293,,796,21,15,12,747.92,171.83,28203.74
8294,,2579,76,1,5,793.48,55.59,65536.98
8295,,373,68,8,1,118.51,7.47,13868.84
8296,,348,45,14,6,813.66,84.32,143484.83
8297,,1549,12,14,4,573.95,124.02,54459.56
8298,,10,61,2,4,1760.62,370.65,145576.88
8299,,2865,59,1,11,1522.19,226.52,222828.43
8300,,1916,51,7,11,874.33,108.09,25785.95
8301,,2958,4,6,10,1226.68,248.96,215897.06
8302,,2343,8,4,5,100.63,10.68,14181.0
8304,,1524,17,7,9,1348.33,,131195.68
8305,2026-01-27,2272,9,3,6,437.89,58.65,31919.08
8306,,1741,67,8,12,335.89,,57712.42
8307,,1024,13,3,6,1076.32,,203056.49
8308,2025-02-11,1794,18,3,1,525.61,92.71,
8309,,966,14,13,6,259.09,13.6,
8310,,1601,26,2,6,514.82,,94037.72
8311,,2528,51,6,6,557.46,123.3,93874.38
8312,,327,76,11,3,907.98,179.2,129235.21
8313,,500,7,8,2,255.04,,
8314,,2311,15,9,8,790.72,,
8315,2025-08-09,963,20,14,4,1415.48,149.16,
8316,,767,33,11,3,,116.34,27791.52
8317,,1064,75,4,9,,177.37,192434.5
8318,,668,61,12,12,,,180793.03
8319,,287,65,14,8,884.19,178.87,126253.05
8320,,208,37,15,9,584.96,65.09,39020.5
8321,2025-10-10,1513,60,5,3,1662.2,243.32,142443.48
8322,,2247,74,14,12,152.72,21.21,
8323,,1753,105,1,7,,,
8324,,2167,48,13,3,,279.23,
8325,,2137,10,13,10,1363.19,116.07,71518.66
8326,,670,22,5,11,76.0,7.0,
8327,,2923,32,5,1,1994.2,296.41,138528.51
8328,,2425,77,3,8,1326.4,219.36,102121.28
8329,,518,14,15,4,563.25,95.79,
8330,2025-07-03,2543,34,14,11,1266.89,216.64,162382.7
8331,2025-10-21,1285,5,13,2,,161.71,173936.48
8332,,2726,35,7,10,,193.73,110668.57
8333,,2130,27,5,5,928.6,,164907.3
8334,2025-08-03,2627,44,4,2,210.9,23.63,
8335,2025-05-30,1943,54,13,5,1268.36,102.68,178705.4
8336,2026-01-07,42,77,10,12,428.86,70.2,25725.67
8337,,2150,5,12,10,1080.14,,111220.95
8339,,1426,37,3,6,,,18835.8
8340,,260,8,15,10,715.74,1184.74,
8341,,2521,79,5,3,1797.79,418.93,
8342,,1513,66,2,9,611.84,128.75,112327.13
8343,2026-02-16,1154,68,11,11,1706.14,335.37,
8344,,759,42,15,9,695.35,68.32,83540.11
8345,,1736,7,12,3,,87.76,89756.67
8346,,1488,15,3,5,1987.45,162.02,277709.01
8347,,95,17,4,4,357.69,77.18,46377.56
8348,2025-03-09,259,37,14,5,1324.2,175.55,
8349,,2155,80,3,1,1857.89,108.14,
8350,,2501,52,7,3,1435.5,2381.59,268522.03
8351,,2581,68,14,4,1127.87,264.59,220181.05
8352,2025-06-14,582,23,5,7,,275.76,358702.8
8353,,880,11,15,9,56.57,13.06,8047.96
8354,2025-10-16,902,40,15,1,1086.55,264.2,190581.71
8355,,2101,117,13,9,1246.01,150.08,129700.06
8356,,1699,46,12,3,790.55,73.19,
8357,,942,34,1,10,1410.46,189.74,190903.39
8358,,1815,49,8,4,1984.32,258.34,62794.29
8359,,2932,33,1,5,509.0,117.11,85053.02
8360,2025-09-05,3591,18,1,9,1021.1,237.76,
8361,,2879,94,2,12,,98.76,92659.19
8363,2025-03-03,776,68,14,8,910.89,183.23,75020.8
8364,2025-12-28,880,50,6,9,1495.46,131.67,122909.84
8365,,1573,80,13,2,1505.33,213.66,252456.84
8366,,979,80,13,4,1018.86,128.79,48928.58
8367,,2375,24,7,9,970.23,216.52,70426.49
8371,,2494,78,15,6,71.16,6.19,10878.49
8372,,946,38,14,4,126.91,30.73,6233.29
8373,,1750,68,4,6,,,53998.02
8374,,516,58,12,6,,,24114.11
8375,2025-05-24,2225,60,2,4,559.24,31.61,41779.08
8376,,1465,11,5,11,326.25,70.43,58459.1
8377,,2129,6,13,12,,29.48,11849.23
8379,2025-02-18,2532,6,14,5,1554.89,120.39,122398.69
8380,,1433,53,11,12,1504.79,245.74,192689.26
8381,,191,16,3,6,1091.15,167.72,186413.64
8382,,2740,8,5,1,1633.17,350.91,309565.81
8383,,1377,9,10,5,1985.38,,195631.38
8384,2025-10-21,1912,68,7,12,1722.52,319.65,145763.58
8385,,1406,61,13,8,1862.49,422.0,107946.88
8386,,502,65,14,4,,180.55,257397.83
8387,,2988,41,15,4,78.98,12.68,4525.98
8388,,2139,5,1,12,923.51,56.04,148546.14
8389,,1450,43,15,2,1063.61,89.1,53058.02
8390,,1897,53,12,6,1745.88,258.77,67470.63
8391,,676,53,15,5,210.94,33.31,29943.5
8392,,2407,42,11,1,1801.81,365.86,178888.32
8393,,1189,27,2,8,1499.94,110.46,
8396,2025-01-28,1874,66,6,3,337.74,24.41,57014.04
8397,,93,47,13,4,1349.55,,151940.14
8398,,1755,19,10,8,,,24246.27
8399,,830,62,10,12,1269.24,,161483.53
8400,,1524,65,6,12,121.79,9.14,20956.44
8401,,2254,15,4,8,1320.77,126.03,
8402,,231,53,15,11,,169.46,180378.49
8403,,2150,15,11,11,1279.8,155.96,183694.49
8404,,18,58,9,7,312.46,,32392.39
8405,,2240,79,11,10,343.12,44.31,68205.15
8406,,197,35,6,3,,123.41,145351.03
8407,,960,34,14,5,960.44,202.29,48736.61
8408,,2975,76,13,10,608.72,101.28,15674.6
8409,,1991,11,1,7,1446.75,221.55,213564.31
8410,,1755,44,7,7,238.18,12.92,29544.95
8411,,1208,70,1,4,1952.86,144.08,295051.67
8412,,492,9,2,3,,86.44,42559.77
8413,,991,69,10,9,197.91,44.93,
8414,,1191,58,8,4,1292.02,100.84,
8415,,1800,23,2,5,983.31,106.75,177539.87
8416,,1912,69,15,2,1692.0,405.68,108790.02
8417,2025-08-21,1330,60,2,1,113.85,10.98,17932.88
8418,,774,10,9,7,705.25,55.76,
8419,,171,78,1,11,,,
8420,,1207,15,5,2,1348.94,261.32,251721.11
8421,,1757,29,1,6,,,44700.78
8422,2026-01-21,2079,16,12,12,,,115192.61
8423,2025-06-29,2318,49,13,6,1636.15,397.75,158167.78
8424,,531,14,7,10,936.17,100.47,151383.91
8425,,2956,66,13,7,621.09,97.19,13745.29
8426,,444,60,10,7,364.05,36.43,
8427,2025-10-02,2021,18,9,10,1029.21,156.01,118500.29
8428,,2294,11,14,4,845.45,105.57,30880.47
8429,,2565,7,13,8,1686.71,,176141.96
8431,,1500,55,6,1,1501.58,,250667.3
8432,,472,65,4,3,461.19,27.13,76258.37
8433,,1141,3,9,7,1998.88,468.95,
